so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,75,0.002,0.2,11,2,2,1,2024-04-23 11:00,1,0.003,1,0.060,,,,,
1,73,0.002,0.2,13,2,2,1,2024-04-23 10:00,1,0.003,1,0.058,,,,,
1,62,0.002,0.3,16,2,2,1,2024-04-23 09:00,1,0.008,1,0.044,,,,,
1,40,0.002,0.3,15,1,1,1,2024-04-23 08:00,1,0.013,1,0.021,,,,,
1,43,0.002,0.3,15,1,1,1,2024-04-23 07:00,1,0.012,1,0.020,,,,,
1,47,0.002,0.2,17,1,1,1,2024-04-23 06:00,1,0.009,1,0.022,,,,,
1,43,0.002,0.2,20,1,1,1,2024-04-23 05:00,1,0.008,1,0.021,,,,,
1,48,0.002,0.2,16,1,1,1,2024-04-23 04:00,1,0.006,1,0.029,,,,,
1,53,0.002,0.2,17,2,2,1,2024-04-23 03:00,1,0.005,1,0.034,,,,,
1,57,0.002,0.2,19,2,2,1,2024-04-23 02:00,1,0.004,1,0.038,,,,,
1,61,0.002,0.2,16,2,2,1,2024-04-23 01:00,1,0.004,1,0.043,,,,,
1,68,0.002,0.2,19,2,2,1,2024-04-22 24:00,1,0.004,1,0.052,,,,,
1,68,0.002,0.2,20,2,2,1,2024-04-22 23:00,1,0.004,1,0.052,,,,,
1,71,0.002,0.2,22,2,2,1,2024-04-22 22:00,1,0.003,1,0.055,,,,,
1,71,0.002,0.2,24,2,2,1,2024-04-22 21:00,1,0.004,1,0.055,,,,,
1,68,0.002,0.2,29,2,2,1,2024-04-22 20:00,1,0.006,1,0.052,,,,,
1,71,0.002,0.2,27,2,2,1,2024-04-22 19:00,1,0.005,1,0.055,,,,,
1,76,0.002,0.2,26,2,2,1,2024-04-22 18:00,1,0.003,1,0.061,,,,,
1,-,0.002,0.2,24,2,,1,2024-04-22 17:00,1,0.004,,0.060,,,,,
1,-,0.002,0.2,22,2,,1,2024-04-22 16:00,1,0.003,,0.061,,,,,
,-,-,-,-,,,,2024-04-22 15:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 14:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
