so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,72,0.002,0.1,24,2,2,1,2024-04-23 11:00,1,0.007,1,0.056,,,,,
1,66,0.002,0.1,28,2,2,1,2024-04-23 10:00,1,0.008,1,0.049,,,,,
1,63,0.002,0.1,29,2,2,1,2024-04-23 09:00,1,0.010,1,0.046,,,,,
1,58,0.002,0.1,27,2,2,1,2024-04-23 08:00,1,0.014,1,0.039,,,,,
1,56,0.002,0.1,21,1,2,1,2024-04-23 07:00,1,0.018,2,0.030,,,,,
1,59,0.002,0.1,24,2,2,1,2024-04-23 06:00,1,0.010,2,0.038,,,,,
1,64,0.002,0.1,20,2,2,1,2024-04-23 05:00,1,0.009,2,0.033,,,,,
1,69,0.002,0.1,27,1,2,1,2024-04-23 04:00,1,0.009,2,0.027,,,,,
1,74,0.002,0.1,27,1,2,1,2024-04-23 03:00,1,0.009,2,0.029,,,,,
1,77,0.002,0.1,28,2,2,1,2024-04-23 02:00,1,0.008,2,0.037,,,,,
1,79,0.002,0.1,40,2,2,1,2024-04-23 01:00,1,0.011,2,0.032,,,,,
1,79,0.002,0.2,52,2,2,1,2024-04-22 24:00,1,0.014,2,0.032,,,,,
1,74,0.002,0.2,56,2,2,1,2024-04-22 23:00,1,0.016,2,0.040,,,,,
1,75,0.002,0.2,57,2,2,1,2024-04-22 22:00,1,0.013,2,0.060,,,,,
1,76,0.002,0.1,60,2,2,1,2024-04-22 21:00,1,0.016,2,0.061,,,,,
1,-,0.002,0.1,47,2,,1,2024-04-22 20:00,1,0.017,,0.052,,,,,
1,-,0.002,0.1,37,2,,1,2024-04-22 19:00,1,0.020,,0.041,,,,,
,-,-,-,-,,,,2024-04-22 18:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 17:00,,-,2,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,84,0.002,0.1,29,2,2,1,2024-04-22 16:00,1,0.007,2,0.071,,,,,
1,83,0.002,0.1,40,2,2,1,2024-04-22 15:00,1,0.006,2,0.069,,,,,
1,78,0.002,0.1,39,2,2,1,2024-04-22 14:00,1,0.005,2,0.064,,,,,
