so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,75,0.002,0.4,25,2,2,1,2024-04-23 11:00,1,0.005,1,0.060,,,,,
1,71,0.002,0.4,23,2,2,1,2024-04-23 10:00,1,0.005,1,0.055,,,,,
1,66,0.002,0.4,24,2,2,1,2024-04-23 09:00,1,0.005,1,0.049,,,,,
1,62,0.002,0.4,20,2,2,1,2024-04-23 08:00,1,0.007,1,0.044,,,,,
1,60,0.002,0.4,21,2,2,1,2024-04-23 07:00,1,0.006,1,0.042,,,,,
1,60,0.002,0.3,21,2,2,1,2024-04-23 06:00,1,0.005,1,0.042,,,,,
1,61,0.002,0.3,19,2,2,1,2024-04-23 05:00,1,0.004,1,0.043,,,,,
1,61,0.002,0.3,23,2,2,1,2024-04-23 04:00,1,0.003,1,0.043,,,,,
1,62,0.002,0.3,23,2,2,1,2024-04-23 03:00,1,0.003,1,0.044,,,,,
1,63,0.002,0.3,25,2,2,1,2024-04-23 02:00,1,0.003,1,0.045,,,,,
1,-,0.002,0.3,25,2,,1,2024-04-23 01:00,1,0.003,1,0.040,,,,,
1,-,0.002,0.3,21,2,,1,2024-04-22 24:00,1,0.005,1,0.033,,,,,
1,-,0.002,0.3,24,2,,1,2024-04-22 23:00,1,0.005,1,0.035,,,,,
1,-,0.002,0.3,23,2,,1,2024-04-22 22:00,1,0.005,1,0.037,,,,,
1,-,0.002,0.3,27,2,,1,2024-04-22 21:00,1,0.005,1,0.037,,,,,
1,-,0.002,0.3,20,2,,1,2024-04-22 20:00,1,0.004,1,0.041,,,,,
1,-,0.002,0.3,21,2,,1,2024-04-22 19:00,1,0.005,,0.042,,,,,
1,-,0.002,0.3,23,2,,1,2024-04-22 18:00,1,0.004,,0.041,,,,,
,-,-,-,-,,,,2024-04-22 17:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 16:00,,-,2,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,-,0.002,0.5,29,2,,1,2024-04-22 15:00,1,0.005,2,0.045,,,,,
1,-,0.002,0.5,27,2,,1,2024-04-22 14:00,1,0.005,2,0.045,,,,,
