so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,71,0.003,0.3,30,2,2,1,2024-04-23 12:00,1,0.020,1,0.055,,,,,
1,72,0.003,0.3,27,2,2,1,2024-04-23 11:00,1,0.016,1,0.056,,,,,
1,74,0.003,0.3,22,2,2,1,2024-04-23 10:00,1,0.013,1,0.059,,,,,
1,70,0.003,0.3,22,2,2,1,2024-04-23 09:00,1,0.016,1,0.054,,,,,
1,66,0.003,0.4,21,2,2,1,2024-04-23 08:00,1,0.019,1,0.049,,,,,
1,58,0.003,0.3,28,2,2,1,2024-04-23 07:00,1,0.023,1,0.039,,,,,
1,51,0.003,0.4,23,2,2,1,2024-04-23 06:00,1,0.022,1,0.031,,,,,
1,51,0.003,0.4,23,1,2,1,2024-04-23 05:00,1,0.018,1,0.029,,,,,
1,51,0.003,0.4,25,1,2,1,2024-04-23 04:00,1,0.016,1,0.029,,,,,
1,51,0.003,0.4,26,1,2,1,2024-04-23 03:00,1,0.020,1,0.026,,,,,
1,50,0.003,0.4,24,1,1,1,2024-04-23 02:00,1,0.021,1,0.026,,,,,
1,50,0.003,0.4,27,1,1,1,2024-04-23 01:00,1,0.027,1,0.022,,,,,
1,48,0.003,0.4,26,1,1,1,2024-04-22 24:00,1,0.029,1,0.022,,,,,
1,52,0.003,0.4,25,2,2,1,2024-04-22 23:00,1,0.021,1,0.032,,,,,
1,52,0.002,0.4,25,2,2,1,2024-04-22 22:00,1,0.021,1,0.032,,,,,
1,60,0.003,0.3,22,2,2,1,2024-04-22 21:00,1,0.017,1,0.042,,,,,
1,-,0.003,0.3,24,2,,1,2024-04-22 20:00,1,0.020,,0.035,,,,,
1,-,0.002,0.4,24,2,,1,2024-04-22 19:00,1,0.020,,0.034,,,,,
,-,-,-,-,,,,2024-04-22 18:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 17:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 16:00,,-,1,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,59,0.002,0.3,23,2,2,1,2024-04-22 15:00,1,0.016,1,0.041,,,,,
1,60,0.002,0.3,19,2,2,1,2024-04-22 14:00,1,0.016,1,0.042,,,,,
