so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value
1,71,0.003,0.2,23,2,2,1,2024-04-23 11:00,1,0.006,1,0.055
1,70,0.002,0.2,21,2,2,1,2024-04-23 10:00,1,0.007,1,0.054
1,70,0.003,0.2,19,2,2,1,2024-04-23 09:00,1,0.007,1,0.054
1,68,0.002,0.2,20,2,2,1,2024-04-23 08:00,1,0.010,1,0.052
1,70,0.003,0.2,18,2,2,1,2024-04-23 07:00,1,0.009,1,0.054
1,73,0.003,0.2,20,2,2,1,2024-04-23 06:00,1,0.006,1,0.057
1,73,0.002,0.2,21,2,2,1,2024-04-23 05:00,1,0.005,1,0.058
1,73,0.002,0.2,19,2,2,1,2024-04-23 04:00,1,0.005,1,0.057
1,73,0.002,0.2,19,2,2,1,2024-04-23 03:00,1,0.005,1,0.057
1,72,0.002,0.2,21,2,2,1,2024-04-23 02:00,1,0.005,1,0.056
1,70,0.003,0.2,20,2,2,1,2024-04-23 01:00,1,0.006,1,0.054
1,69,0.003,0.2,22,2,2,1,2024-04-22 24:00,1,0.006,1,0.053
1,68,0.003,0.2,25,2,2,1,2024-04-22 23:00,1,0.007,1,0.052
1,69,0.003,0.2,26,2,2,1,2024-04-22 22:00,1,0.008,1,0.053
1,70,0.002,0.2,29,2,2,1,2024-04-22 21:00,1,0.008,1,0.054
1,69,0.002,0.2,31,2,2,1,2024-04-22 20:00,1,0.012,2,0.053
1,70,0.002,0.2,31,2,2,1,2024-04-22 19:00,1,0.013,2,0.054
1,73,0.003,0.2,29,2,2,1,2024-04-22 18:00,1,0.010,1,0.058
1,76,0.003,0.2,34,2,2,1,2024-04-22 17:00,1,0.007,2,0.061
1,75,0.002,0.2,28,2,2,1,2024-04-22 16:00,1,0.007,1,0.060
1,75,0.003,0.2,26,2,2,1,2024-04-22 15:00,1,0.006,1,0.060
1,75,0.002,0.2,32,2,2,1,2024-04-22 14:00,1,0.006,2,0.060
1,74,0.003,0.2,31,2,2,1,2024-04-22 13:00,1,0.007,2,0.059
