so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,72,0.002,0.3,25,2,2,1,2024-04-23 11:00,1,0.008,1,0.056,,,,,
1,68,0.002,0.3,25,2,2,1,2024-04-23 10:00,1,0.009,1,0.051,,,,,
1,64,0.002,0.3,29,2,2,1,2024-04-23 09:00,1,0.010,1,0.047,,,,,
1,48,0.003,0.4,34,1,1,1,2024-04-23 08:00,1,0.024,1,0.027,,,,,
1,68,0.003,0.4,31,1,2,2,2024-04-23 07:00,1,0.041,1,0.006,,,,,
1,58,0.002,0.3,28,1,2,2,2024-04-23 06:00,1,0.035,1,0.012,,,,,
1,47,0.002,0.3,28,1,1,1,2024-04-23 05:00,1,0.021,1,0.027,,,,,
1,53,0.003,0.3,29,2,2,1,2024-04-23 04:00,1,0.016,1,0.034,,,,,
1,63,0.004,0.3,29,2,2,1,2024-04-23 03:00,1,0.010,1,0.045,,,,,
1,60,0.002,0.3,27,2,2,1,2024-04-23 02:00,1,0.012,1,0.042,,,,,
1,58,0.002,0.3,27,2,2,1,2024-04-23 01:00,1,0.013,1,0.039,,,,,
1,63,0.002,0.3,26,2,2,1,2024-04-22 24:00,1,0.009,1,0.045,,,,,
1,63,0.002,0.3,26,2,2,1,2024-04-22 23:00,1,0.010,1,0.045,,,,,
1,63,0.002,0.3,28,2,2,1,2024-04-22 22:00,1,0.010,1,0.046,,,,,
1,66,0.002,0.3,29,2,2,1,2024-04-22 21:00,1,0.010,1,0.049,,,,,
1,68,0.002,0.3,30,2,2,1,2024-04-22 20:00,1,0.010,1,0.051,,,,,
1,67,0.002,0.3,29,2,2,1,2024-04-22 19:00,1,0.010,2,0.050,,,,,
1,69,0.002,0.3,27,2,2,1,2024-04-22 18:00,1,0.010,2,0.053,,,,,
1,72,0.002,0.3,29,2,2,1,2024-04-22 17:00,1,0.009,2,0.056,,,,,
1,74,0.002,0.3,28,2,2,1,2024-04-22 16:00,1,0.009,2,0.059,,,,,
1,-,0.002,0.3,29,2,,1,2024-04-22 15:00,1,0.009,,0.060,,,,,
1,-,0.002,0.3,30,2,,1,2024-04-22 14:00,1,0.009,,0.060,,,,,
,-,-,-,-,,,,2024-04-22 13:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
