so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,67,0.003,0.6,28,2,2,1,2024-04-23 12:00,1,0.003,1,0.050,,,,,
1,58,0.002,0.5,31,2,2,1,2024-04-23 11:00,1,0.004,1,0.040,,,,,
,-,-,-,-,,,,2024-04-23 10:00,,-,1,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,43,0.003,0.3,23,1,1,1,2024-04-23 09:00,1,0.005,1,0.022,,,,,
1,43,0.003,0.3,18,1,1,1,2024-04-23 08:00,1,0.005,1,0.020,,,,,
1,43,0.003,0.3,16,1,1,1,2024-04-23 07:00,1,0.007,1,0.014,,,,,
1,43,0.003,0.3,21,1,1,1,2024-04-23 06:00,1,0.005,1,0.015,,,,,
1,43,0.003,0.3,21,1,1,1,2024-04-23 05:00,1,0.005,1,0.014,,,,,
1,43,0.003,0.3,19,1,1,1,2024-04-23 04:00,1,0.005,1,0.013,,,,,
1,43,0.003,0.3,25,1,1,1,2024-04-23 03:00,1,0.006,1,0.010,,,,,
1,43,0.003,0.3,20,1,1,1,2024-04-23 02:00,1,0.006,1,0.009,,,,,
1,43,0.002,0.3,20,1,1,1,2024-04-23 01:00,1,0.006,1,0.010,,,,,
1,43,0.002,0.2,26,1,1,1,2024-04-22 24:00,1,0.007,1,0.014,,,,,
1,43,0.001,0.3,21,1,1,1,2024-04-22 23:00,1,0.009,1,0.011,,,,,
1,43,0.002,0.3,24,1,1,1,2024-04-22 22:00,1,0.009,1,0.013,,,,,
1,40,0.002,0.3,24,1,1,1,2024-04-22 21:00,1,0.007,1,0.017,,,,,
1,47,0.002,0.3,23,1,1,1,2024-04-22 20:00,1,0.005,1,0.028,,,,,
1,47,0.002,0.3,27,1,1,1,2024-04-22 19:00,1,0.005,1,0.028,,,,,
1,52,0.001,0.3,24,2,2,1,2024-04-22 18:00,1,0.005,1,0.032,,,,,
1,52,0.001,0.3,25,2,2,1,2024-04-22 17:00,1,0.004,1,0.032,,,,,
1,52,0.001,0.3,31,2,2,1,2024-04-22 16:00,1,0.006,1,0.032,,,,,
1,53,0.001,0.3,26,2,2,1,2024-04-22 15:00,1,0.006,1,0.034,,,,,
1,52,0.001,0.4,23,2,2,1,2024-04-22 14:00,1,0.004,1,0.032,,,,,
