so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,83,0.002,0.2,17,2,2,1,2024-04-23 11:00,1,0.005,1,0.069,,,,,
1,78,0.002,0.2,19,2,2,1,2024-04-23 10:00,1,0.005,1,0.063,,,,,
1,73,0.001,0.2,20,2,2,1,2024-04-23 09:00,1,0.006,1,0.058,,,,,
1,54,0.002,0.2,22,2,2,1,2024-04-23 08:00,1,0.013,1,0.035,,,,,
1,45,0.001,0.2,16,1,1,1,2024-04-23 07:00,1,0.017,1,0.027,,,,,
1,61,0.001,0.2,10,2,2,1,2024-04-23 06:00,1,0.008,1,0.043,,,,,
1,63,0.001,0.3,8,2,2,1,2024-04-23 05:00,1,0.006,1,0.046,,,,,
1,71,0.001,0.3,12,2,2,1,2024-04-23 04:00,1,0.006,2,0.052,,,,,
1,75,0.001,0.3,15,2,2,1,2024-04-23 03:00,1,0.005,2,0.054,,,,,
1,80,0.001,0.3,19,2,2,1,2024-04-23 02:00,1,0.004,2,0.063,,,,,
1,81,0.001,0.3,19,2,2,1,2024-04-23 01:00,1,0.004,2,0.063,,,,,
1,82,0.001,0.3,18,2,2,1,2024-04-22 24:00,1,0.005,2,0.062,,,,,
1,83,0.001,0.3,16,2,2,1,2024-04-22 23:00,1,0.005,2,0.061,,,,,
1,85,0.001,0.3,24,2,2,1,2024-04-22 22:00,1,0.005,2,0.060,,,,,
1,84,0.002,0.3,23,2,2,1,2024-04-22 21:00,1,0.006,2,0.059,,,,,
1,253,0.001,0.3,21,2,4,1,2024-04-22 20:00,1,0.007,4,0.059,,,,,
1,257,0.002,0.4,25,2,4,1,2024-04-22 19:00,1,0.006,4,0.061,,,,,
1,-,0.002,0.4,21,2,,1,2024-04-22 18:00,1,0.006,,0.060,,,,,
1,-,0.001,0.4,824,2,,1,2024-04-22 17:00,1,0.005,,0.056,,,,,
,-,-,-,-,,,,2024-04-22 16:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 15:00,,-,1,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,82,0.002,0.2,30,2,2,1,2024-04-22 14:00,1,0.005,1,0.068,,,,,
1,82,0.001,0.2,33,2,2,1,2024-04-22 13:00,1,0.006,1,0.068,,,,,
