so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,61,0.004,0.3,39,2,2,1,2024-04-23 11:00,1,0.009,2,0.043,,,,,
,-,-,-,-,,,,2024-04-23 10:00,,-,2,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,63,0.004,0.3,27,2,2,1,2024-04-23 09:00,1,0.012,2,0.046,,,,,
1,61,0.004,0.3,27,2,2,1,2024-04-23 08:00,1,0.014,2,0.042,,,,,
1,61,0.004,0.3,27,2,2,1,2024-04-23 07:00,1,0.015,2,0.037,,,,,
1,64,0.004,0.3,18,2,2,1,2024-04-23 06:00,1,0.010,2,0.041,,,,,
1,64,0.004,0.3,26,2,2,1,2024-04-23 05:00,1,0.010,2,0.037,,,,,
1,69,0.004,0.2,22,2,2,1,2024-04-23 04:00,1,0.008,2,0.039,,,,,
1,72,0.004,0.3,32,2,2,1,2024-04-23 03:00,1,0.008,2,0.039,,,,,
1,77,0.004,0.3,43,2,2,1,2024-04-23 02:00,1,0.010,2,0.040,,,,,
1,77,0.004,0.3,54,2,2,1,2024-04-23 01:00,1,0.015,2,0.038,,,,,
1,77,0.004,0.3,57,2,2,1,2024-04-22 24:00,1,0.019,2,0.040,,,,,
1,69,0.005,0.3,63,2,2,1,2024-04-22 23:00,1,0.020,2,0.047,,,,,
1,74,0.005,0.3,55,2,2,1,2024-04-22 22:00,1,0.017,2,0.059,,,,,
1,75,0.004,0.3,50,2,2,1,2024-04-22 21:00,1,0.015,2,0.060,,,,,
1,68,0.004,0.3,44,2,2,1,2024-04-22 20:00,1,0.014,2,0.052,,,,,
1,74,0.004,0.3,28,2,2,1,2024-04-22 19:00,1,0.010,2,0.059,,,,,
1,76,0.004,0.3,31,2,2,1,2024-04-22 18:00,1,0.010,2,0.061,,,,,
1,78,0.004,0.3,35,2,2,1,2024-04-22 17:00,1,0.008,2,0.064,,,,,
1,79,0.004,0.2,30,2,2,1,2024-04-22 16:00,1,0.007,2,0.065,,,,,
1,78,0.004,0.3,33,2,2,1,2024-04-22 15:00,1,0.007,2,0.064,,,,,
1,75,0.004,0.3,32,2,2,1,2024-04-22 14:00,1,0.007,2,0.060,,,,,
