so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,65,0.002,0.4,29,2,2,1,2024-04-23 11:00,1,0.009,1,0.048,,,,,
1,61,0.003,0.4,25,2,2,1,2024-04-23 10:00,1,0.010,1,0.043,,,,,
1,57,0.003,0.4,23,2,2,1,2024-04-23 09:00,1,0.010,1,0.038,,,,,
1,56,0.003,0.4,22,2,2,1,2024-04-23 08:00,1,0.008,1,0.037,,,,,
1,56,0.003,0.3,20,2,2,1,2024-04-23 07:00,1,0.006,1,0.037,,,,,
1,50,0.003,0.4,17,1,1,1,2024-04-23 06:00,1,0.008,1,0.030,,,,,
1,50,0.003,0.4,18,1,1,1,2024-04-23 05:00,1,0.006,1,0.029,,,,,
1,50,0.003,0.4,20,1,1,1,2024-04-23 04:00,1,0.006,1,0.027,,,,,
1,50,0.002,0.4,20,1,1,1,2024-04-23 03:00,1,0.005,1,0.029,,,,,
1,53,0.003,0.4,18,2,2,1,2024-04-23 02:00,1,0.004,1,0.033,,,,,
1,56,0.002,0.3,21,2,2,1,2024-04-23 01:00,1,0.003,1,0.037,,,,,
1,59,0.003,0.3,22,2,2,1,2024-04-22 24:00,1,0.003,2,0.038,,,,,
1,61,0.002,0.3,27,2,2,1,2024-04-22 23:00,1,0.004,2,0.039,,,,,
1,-,0.002,0.4,35,2,,1,2024-04-22 22:00,1,0.006,2,0.053,,,,,
1,-,0.003,0.4,35,2,,1,2024-04-22 21:00,1,0.007,2,0.068,,,,,
1,-,0.002,0.4,37,2,,1,2024-04-22 20:00,1,0.009,2,0.066,,,,,
1,-,0.003,0.4,37,2,,1,2024-04-22 19:00,1,0.008,2,0.069,,,,,
1,-,0.003,0.3,29,2,,1,2024-04-22 18:00,1,0.006,2,0.061,,,,,
1,-,0.002,0.3,40,2,,1,2024-04-22 17:00,1,0.006,2,0.056,,,,,
,-,-,-,-,,,,2024-04-22 16:00,,-,2,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,-,0.002,0.3,34,2,,1,2024-04-22 15:00,1,0.006,2,0.063,,,,,
1,-,0.003,0.3,33,2,,1,2024-04-22 14:00,1,0.007,2,0.060,,,,,
1,-,0.003,0.3,37,2,,1,2024-04-22 13:00,1,0.006,2,0.059,,,,,
