so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,76,0.003,0.3,36,2,2,1,2024-04-23 11:00,1,0.004,1,0.061,,,,,
1,74,0.003,0.3,24,2,2,1,2024-04-23 10:00,1,0.005,1,0.059,,,,,
1,75,0.003,0.3,24,2,2,1,2024-04-23 09:00,1,0.004,1,0.060,,,,,
1,71,0.003,0.3,26,2,2,1,2024-04-23 08:00,1,0.004,1,0.055,,,,,
1,67,0.003,0.3,22,2,2,1,2024-04-23 07:00,1,0.004,1,0.050,,,,,
1,66,0.003,0.3,25,2,2,1,2024-04-23 06:00,1,0.003,1,0.049,,,,,
1,68,0.003,0.3,24,2,2,1,2024-04-23 05:00,1,0.003,1,0.052,,,,,
1,68,0.003,0.3,20,2,2,1,2024-04-23 04:00,1,0.003,1,0.051,,,,,
1,68,0.003,0.3,25,2,2,1,2024-04-23 03:00,1,0.003,1,0.052,,,,,
1,68,0.003,0.3,26,2,2,1,2024-04-23 02:00,1,0.003,1,0.052,,,,,
1,70,0.003,0.3,24,2,2,1,2024-04-23 01:00,1,0.003,1,0.054,,,,,
1,76,0.003,0.3,25,2,2,1,2024-04-22 24:00,1,0.003,1,0.061,,,,,
1,72,0.003,0.3,30,2,2,1,2024-04-22 23:00,1,0.003,2,0.056,,,,,
1,64,0.003,0.3,31,2,2,1,2024-04-22 22:00,1,0.004,2,0.047,,,,,
1,61,0.003,0.3,31,2,2,1,2024-04-22 21:00,1,0.005,2,0.043,,,,,
1,62,0.003,0.3,32,2,2,1,2024-04-22 20:00,1,0.006,2,0.044,,,,,
1,63,0.003,0.3,36,2,2,1,2024-04-22 19:00,1,0.006,2,0.045,,,,,
1,-,0.003,0.3,35,2,,1,2024-04-22 18:00,1,0.005,,0.046,,,,,
1,-,0.003,0.3,32,2,,1,2024-04-22 17:00,1,0.005,,0.048,,,,,
,-,-,-,-,,,,2024-04-22 16:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 15:00,,-,1,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,65,0.003,0.3,27,2,2,1,2024-04-22 14:00,1,0.004,1,0.048,,,,,
1,63,0.003,0.3,28,2,2,1,2024-04-22 13:00,1,0.004,1,0.046,,,,,
