so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,70,0.002,0.3,26,2,2,1,2024-04-23 11:00,1,0.008,1,0.054,,,,,
1,68,0.002,0.3,24,2,2,1,2024-04-23 10:00,1,0.009,1,0.052,,,,,
1,65,0.002,0.3,25,2,2,1,2024-04-23 09:00,1,0.011,1,0.048,,,,,
1,63,0.002,0.3,20,2,2,1,2024-04-23 08:00,1,0.011,1,0.046,,,,,
1,63,0.002,0.3,21,2,2,1,2024-04-23 07:00,1,0.012,1,0.046,,,,,
1,63,0.002,0.3,21,2,2,1,2024-04-23 06:00,1,0.009,1,0.045,,,,,
1,63,0.002,0.3,24,2,2,1,2024-04-23 05:00,1,0.007,1,0.045,,,,,
1,63,0.002,0.3,21,2,2,1,2024-04-23 04:00,1,0.006,1,0.045,,,,,
1,64,0.002,0.3,23,2,2,1,2024-04-23 03:00,1,0.005,2,0.047,,,,,
1,63,0.002,0.3,30,2,2,1,2024-04-23 02:00,1,0.005,2,0.046,,,,,
1,64,0.002,0.3,30,2,2,1,2024-04-23 01:00,1,0.008,2,0.043,,,,,
1,64,0.002,0.4,35,2,2,1,2024-04-22 24:00,1,0.012,2,0.042,,,,,
1,64,0.002,0.5,53,2,2,1,2024-04-22 23:00,1,0.016,2,0.047,,,,,
1,63,0.002,0.4,38,2,2,1,2024-04-22 22:00,1,0.013,2,0.046,,,,,
1,61,0.002,0.5,32,2,2,1,2024-04-22 21:00,1,0.020,2,0.043,,,,,
1,71,0.002,0.4,39,2,2,1,2024-04-22 20:00,1,0.015,2,0.055,,,,,
1,73,0.002,0.4,29,2,2,1,2024-04-22 19:00,1,0.013,2,0.058,,,,,
1,77,0.002,0.4,40,2,2,1,2024-04-22 18:00,1,0.011,2,0.062,,,,,
1,79,0.002,0.3,41,2,2,1,2024-04-22 17:00,1,0.009,2,0.065,,,,,
1,79,0.002,0.3,29,2,2,1,2024-04-22 16:00,1,0.008,2,0.065,,,,,
1,78,0.002,0.3,46,2,2,1,2024-04-22 15:00,1,0.007,2,0.063,,,,,
,-,-,-,-,,,,2024-04-22 14:00,,-,2,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,74,0.002,0.4,35,2,2,1,2024-04-22 13:00,1,0.008,2,0.059,,,,,
