so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,65,0.002,0.3,25,2,2,1,2024-04-22 18:00,1,0.014,2,0.048,,,,,
1,70,0.002,0.3,26,2,2,1,2024-04-22 17:00,1,0.011,2,0.054,,,,,
1,70,0.002,0.3,21,2,2,1,2024-04-22 16:00,1,0.008,2,0.054,,,,,
1,70,0.001,0.3,28,2,2,1,2024-04-22 15:00,1,0.008,2,0.054,,,,,
1,-,0.002,0.3,75,2,,1,2024-04-22 14:00,1,0.008,,0.056,,,,,
1,-,0.001,0.3,51,2,,1,2024-04-22 13:00,1,0.010,,0.052,,,,,
,-,-,-,-,,,,2024-04-22 12:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 11:00,,-,2,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,63,0.002,0.4,39,2,2,1,2024-04-22 10:00,1,0.011,2,0.046,,,,,
1,54,0.002,0.4,35,2,2,1,2024-04-22 09:00,1,0.020,2,0.032,,,,,
1,54,0.002,0.4,32,1,2,1,2024-04-22 08:00,1,0.021,2,0.025,,,,,
1,53,0.002,0.4,36,1,2,1,2024-04-22 07:00,1,0.014,2,0.019,,,,,
1,53,0.002,0.4,26,1,2,1,2024-04-22 06:00,1,0.012,2,0.022,,,,,
1,54,0.002,0.4,37,1,2,1,2024-04-22 05:00,1,0.007,2,0.024,,,,,
1,54,0.002,0.4,32,1,2,1,2024-04-22 04:00,1,0.007,2,0.022,,,,,
1,54,0.002,0.4,40,1,2,1,2024-04-22 03:00,1,0.007,2,0.026,,,,,
1,53,0.002,0.4,41,1,2,1,2024-04-22 02:00,1,0.008,2,0.024,,,,,
1,50,0.002,0.4,43,1,1,1,2024-04-22 01:00,1,0.007,1,0.026,,,,,
1,42,0.002,0.4,42,1,1,1,2024-04-21 24:00,1,0.008,1,0.025,,,,,
1,37,0.002,0.4,41,1,1,1,2024-04-21 23:00,1,0.010,1,0.022,,,,,
1,38,0.002,0.5,27,1,1,1,2024-04-21 22:00,1,0.012,1,0.023,,,,,
1,42,0.002,0.5,14,1,1,1,2024-04-21 21:00,1,0.009,1,0.025,,,,,
1,38,0.002,0.4,23,1,1,1,2024-04-21 20:00,1,0.008,1,0.023,,,,,
