so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value
1,82,0.004,0.2,36,2,2,1,2024-04-22 16:00,1,0.006,2,0.068
1,83,0.004,0.2,40,2,2,1,2024-04-22 15:00,1,0.006,2,0.070
1,84,0.004,0.2,44,2,2,1,2024-04-22 14:00,1,0.006,2,0.071
