so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,60,0.002,0.4,34,2,2,1,2024-04-23 11:00,1,0.012,2,0.042,,,,,
1,59,0.002,0.4,32,2,2,1,2024-04-23 10:00,1,0.013,2,0.041,,,,,
1,60,0.002,0.4,33,2,2,1,2024-04-23 09:00,1,0.013,2,0.042,,,,,
1,61,0.002,0.4,35,2,2,1,2024-04-23 08:00,1,0.012,2,0.043,,,,,
1,63,0.002,0.4,33,2,2,1,2024-04-23 07:00,1,0.009,2,0.045,,,,,
1,64,0.002,0.4,36,2,2,1,2024-04-23 06:00,1,0.006,2,0.047,,,,,
1,64,0.002,0.4,32,2,2,1,2024-04-23 05:00,1,0.005,2,0.047,,,,,
1,64,0.002,0.4,35,2,2,1,2024-04-23 04:00,1,0.005,2,0.047,,,,,
1,63,0.002,0.4,30,2,2,1,2024-04-23 03:00,1,0.005,2,0.046,,,,,
1,64,0.002,0.4,29,2,2,1,2024-04-23 02:00,1,0.005,2,0.047,,,,,
1,-,0.002,0.4,30,2,,1,2024-04-23 01:00,1,0.006,,0.045,,,,,
1,-,0.002,0.4,36,2,,1,2024-04-22 24:00,1,0.007,,0.044,,,,,
1,-,0.002,0.4,33,2,,1,2024-04-22 23:00,1,0.008,,0.044,,,,,
1,-,0.002,0.4,26,2,,1,2024-04-22 22:00,1,0.011,,0.041,,,,,
1,-,0.002,0.4,30,2,,1,2024-04-22 21:00,1,0.011,,0.041,,,,,
1,-,0.002,0.5,32,2,,1,2024-04-22 20:00,1,0.015,,0.038,,,,,
1,-,0.002,0.4,27,2,,1,2024-04-22 19:00,1,0.015,,0.038,,,,,
1,-,0.002,0.4,33,2,,1,2024-04-22 18:00,1,0.011,,0.042,,,,,
,-,-,-,-,,,,2024-04-22 17:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 16:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 15:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,66,0.001,0.5,-,2,2,1,2024-04-22 14:00,1,0.011,1,0.049,,통신장애,,,
1,65,0.001,0.5,21,2,2,1,2024-04-22 13:00,1,0.012,1,0.048,,,,,
