so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,70,0.003,0.2,24,2,2,1,2024-04-23 12:00,1,0.007,1,0.054,,,,,
1,68,0.003,0.3,25,2,2,1,2024-04-23 11:00,1,0.007,1,0.052,,,,,
1,70,0.003,0.3,26,2,2,1,2024-04-23 10:00,1,0.007,1,0.054,,,,,
1,72,0.003,0.3,26,2,2,1,2024-04-23 09:00,1,0.009,1,0.056,,,,,
1,73,0.003,0.3,25,2,2,1,2024-04-23 08:00,1,0.009,1,0.058,,,,,
1,73,0.003,0.3,26,2,2,1,2024-04-23 07:00,1,0.008,1,0.057,,,,,
1,74,0.003,0.3,26,2,2,1,2024-04-23 06:00,1,0.005,1,0.059,,,,,
1,76,0.003,0.3,27,2,2,1,2024-04-23 05:00,1,0.004,1,0.061,,,,,
1,77,0.003,0.3,27,2,2,1,2024-04-23 04:00,1,0.004,1,0.062,,,,,
1,75,0.003,0.3,27,2,2,1,2024-04-23 03:00,1,0.004,1,0.060,,,,,
1,74,0.003,0.3,28,2,2,1,2024-04-23 02:00,1,0.004,1,0.059,,,,,
1,73,0.003,0.3,30,2,2,1,2024-04-23 01:00,1,0.004,1,0.058,,,,,
1,72,0.003,0.3,31,2,2,1,2024-04-22 24:00,1,0.004,1,0.056,,,,,
1,70,0.003,0.3,30,2,2,1,2024-04-22 23:00,1,0.005,1,0.054,,,,,
1,68,0.003,0.3,30,2,2,1,2024-04-22 22:00,1,0.006,1,0.051,,,,,
1,67,0.003,0.3,29,2,2,1,2024-04-22 21:00,1,0.006,1,0.050,,,,,
1,64,0.003,0.3,32,2,2,1,2024-04-22 20:00,1,0.008,1,0.047,,,,,
1,-,0.003,0.3,29,2,,1,2024-04-22 19:00,1,0.008,,0.045,,,,,
1,-,0.004,0.3,29,2,,1,2024-04-22 18:00,1,0.008,,0.043,,,,,
,-,-,-,-,,,,2024-04-22 17:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 16:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 15:00,,-,1,-,통신장애,통신장애,통신장애,통신장애,통신장애
,61,-,0.4,29,2,2,1,2024-04-22 14:00,1,0.009,1,0.043,,,,,통신장애
