so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,59,0.002,0.3,27,2,2,1,2024-04-23 11:00,1,0.019,1,0.041,,,,,
1,56,0.002,0.3,27,2,2,1,2024-04-23 10:00,1,0.024,1,0.037,,,,,
1,55,0.002,0.3,26,2,2,1,2024-04-23 09:00,1,0.018,1,0.036,,,,,
1,53,0.002,0.3,25,2,2,1,2024-04-23 08:00,1,0.022,1,0.033,,,,,
1,48,0.002,0.4,21,1,1,1,2024-04-23 07:00,1,0.025,1,0.029,,,,,
1,55,0.002,0.3,14,2,2,1,2024-04-23 06:00,1,0.015,1,0.036,,,,,
1,60,0.002,0.3,13,2,2,1,2024-04-23 05:00,1,0.006,1,0.042,,,,,
1,61,0.002,0.3,18,2,2,1,2024-04-23 04:00,1,0.003,1,0.043,,,,,
1,60,0.002,0.3,18,2,2,1,2024-04-23 03:00,1,0.003,1,0.042,,,,,
1,58,0.002,0.3,22,2,2,1,2024-04-23 02:00,1,0.003,1,0.040,,,,,
1,58,0.002,0.3,17,2,2,1,2024-04-23 01:00,1,0.005,2,0.039,,,,,
1,56,0.002,0.3,29,2,2,1,2024-04-22 24:00,1,0.008,2,0.036,,,,,
1,59,0.002,0.3,27,2,2,1,2024-04-22 23:00,1,0.010,2,0.036,,,,,
1,62,0.004,0.4,52,2,2,2,2024-04-22 22:00,1,0.033,2,0.034,,,,,
1,68,0.003,0.4,39,2,2,1,2024-04-22 21:00,1,0.021,2,0.051,,,,,
1,64,0.003,0.4,50,2,2,1,2024-04-22 20:00,1,0.027,2,0.047,,,,,
1,-,0.003,0.4,37,2,,1,2024-04-22 19:00,1,0.021,,0.045,,,,,
1,-,0.002,0.3,31,2,,1,2024-04-22 18:00,1,0.026,,0.045,,,,,
,-,-,-,-,,,,2024-04-22 17:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 16:00,,-,2,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,66,0.002,0.3,34,2,2,1,2024-04-22 15:00,1,0.016,2,0.049,,,,,
1,65,0.002,0.3,30,2,2,1,2024-04-22 14:00,1,0.014,2,0.048,,,,,
1,61,0.003,0.3,33,2,2,1,2024-04-22 13:00,1,0.017,2,0.043,,,,,
