so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,68,0.004,0.4,19,2,2,1,2024-04-23 11:00,1,0.005,1,0.052,,,,,
1,65,0.004,0.3,26,2,2,1,2024-04-23 10:00,1,0.005,1,0.048,,,,,
1,53,0.004,0.4,28,2,2,1,2024-04-23 09:00,1,0.010,1,0.033,,,,,
1,47,0.004,0.4,18,1,1,1,2024-04-23 08:00,1,0.011,1,0.019,,,,,
1,47,0.004,0.3,19,1,1,1,2024-04-23 07:00,1,0.010,1,0.010,,,,,
1,50,0.004,0.3,18,1,1,1,2024-04-23 06:00,1,0.006,1,0.013,,,,,
1,51,0.004,0.3,22,1,2,1,2024-04-23 05:00,1,0.005,1,0.017,,,,,
1,54,0.004,0.3,20,1,2,1,2024-04-23 04:00,1,0.005,1,0.019,,,,,
1,59,0.004,0.3,18,1,2,1,2024-04-23 03:00,1,0.005,1,0.022,,,,,
1,59,0.004,0.3,26,1,2,1,2024-04-23 02:00,1,0.005,1,0.025,,,,,
1,61,0.004,0.3,19,1,2,1,2024-04-23 01:00,1,0.006,1,0.026,,,,,
1,61,0.004,0.3,28,1,2,1,2024-04-22 24:00,1,0.007,1,0.029,,,,,
1,56,0.004,0.3,25,2,2,1,2024-04-22 23:00,1,0.009,1,0.031,,,,,
1,56,0.004,0.3,29,2,2,1,2024-04-22 22:00,1,0.009,2,0.034,,,,,
1,59,0.004,0.3,29,2,2,1,2024-04-22 21:00,1,0.010,2,0.034,,,,,
1,67,0.004,0.3,34,2,2,1,2024-04-22 20:00,1,0.005,2,0.050,,,,,
1,68,0.004,0.3,35,2,2,1,2024-04-22 19:00,1,0.004,2,0.052,,,,,
1,68,0.004,0.3,34,2,2,1,2024-04-22 18:00,1,0.004,2,0.052,,,,,
1,-,0.004,0.3,33,2,,1,2024-04-22 17:00,1,0.004,,0.052,,,,,
1,-,0.004,0.3,26,2,,1,2024-04-22 16:00,1,0.004,,0.050,,,,,
,-,-,-,-,,,,2024-04-22 15:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
,-,-,-,-,,,,2024-04-22 14:00,,-,2,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,73,0.005,0.3,37,2,2,1,2024-04-22 13:00,1,0.004,2,0.057,,,,,
