so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,70,0.003,0.2,23,2,2,1,2024-04-23 11:00,1,0.009,1,0.054,,,,,
1,65,0.003,0.2,24,2,2,1,2024-04-23 10:00,1,0.011,1,0.048,,,,,
1,65,0.003,0.2,18,2,2,1,2024-04-23 09:00,1,0.011,1,0.048,,,,,
1,65,0.003,0.2,17,2,2,1,2024-04-23 08:00,1,0.015,1,0.048,,,,,
1,57,0.004,0.2,16,2,2,1,2024-04-23 07:00,1,0.016,1,0.038,,,,,
1,59,0.004,0.2,14,2,2,1,2024-04-23 06:00,1,0.010,2,0.041,,,,,
1,66,0.003,0.2,15,2,2,1,2024-04-23 05:00,1,0.009,2,0.040,,,,,
1,72,0.003,0.2,22,2,2,1,2024-04-23 04:00,1,0.008,2,0.045,,,,,
1,74,0.003,0.2,43,2,2,1,2024-04-23 03:00,1,0.009,2,0.043,,,,,
1,74,0.003,0.3,61,2,2,1,2024-04-23 02:00,1,0.016,2,0.032,,,,,
1,69,0.003,0.3,61,2,2,1,2024-04-23 01:00,1,0.018,2,0.038,,,,,
1,66,0.003,0.3,58,2,2,1,2024-04-22 24:00,1,0.018,2,0.044,,,,,
1,67,0.003,0.3,47,2,2,1,2024-04-22 23:00,1,0.018,2,0.050,,,,,
1,75,0.004,0.3,44,2,2,1,2024-04-22 22:00,1,0.018,2,0.060,,,,,
1,73,0.003,0.3,38,2,2,1,2024-04-22 21:00,1,0.022,2,0.057,,,,,
1,81,0.003,0.3,34,2,2,1,2024-04-22 20:00,1,0.017,2,0.067,,,,,
1,88,0.003,0.2,32,2,2,1,2024-04-22 19:00,1,0.014,2,0.076,,,,,
1,91,0.003,0.2,31,2,2,1,2024-04-22 18:00,1,0.009,2,0.079,,,,,
1,83,0.003,0.2,33,2,2,1,2024-04-22 17:00,1,0.009,2,0.069,,,,,
1,80,0.003,0.2,34,2,2,1,2024-04-22 16:00,1,0.008,2,0.066,,,,,
1,-,0.003,0.2,26,2,,1,2024-04-22 15:00,1,0.008,,0.065,,,,,
1,-,0.003,0.2,34,2,,1,2024-04-22 14:00,1,0.008,,0.062,,,,,
,-,-,-,-,,,,2024-04-22 13:00,,-,,-,통신장애,통신장애,통신장애,통신장애,통신장애
