so2Grade,khaiValue,so2Value,coValue,pm10Value,o3Grade,khaiGrade,no2Grade,dataTime,coGrade,no2Value,pm10Grade,o3Value,coFlag,pm10Flag,no2Flag,o3Flag,so2Flag
1,71,0.003,0.3,26,2,2,1,2024-04-23 11:00,1,0.009,1,0.055,,,,,
1,66,0.003,0.4,21,2,2,1,2024-04-23 10:00,1,0.011,1,0.049,,,,,
1,67,0.002,0.3,23,2,2,1,2024-04-23 09:00,1,0.011,1,0.050,,,,,
1,68,0.002,0.3,23,2,2,1,2024-04-23 08:00,1,0.010,1,0.052,,,,,
1,68,0.002,0.3,16,2,2,1,2024-04-23 07:00,1,0.010,1,0.052,,,,,
1,68,0.002,0.3,18,2,2,1,2024-04-23 06:00,1,0.008,1,0.052,,,,,
1,68,0.003,0.3,18,2,2,1,2024-04-23 05:00,1,0.006,1,0.051,,,,,
1,68,0.003,0.3,14,2,2,1,2024-04-23 04:00,1,0.005,1,0.052,,,,,
1,66,0.003,0.3,15,2,2,1,2024-04-23 03:00,1,0.006,2,0.049,,,,,
1,62,0.003,0.3,24,2,2,1,2024-04-23 02:00,1,0.008,2,0.044,,,,,
1,60,0.003,0.4,34,2,2,1,2024-04-23 01:00,1,0.014,2,0.042,,,,,
1,64,0.003,0.5,49,2,2,1,2024-04-22 24:00,1,0.028,2,0.035,,,,,
1,61,0.003,0.4,42,2,2,1,2024-04-22 23:00,1,0.027,2,0.035,,,,,
1,63,0.003,0.5,45,2,2,1,2024-04-22 22:00,1,0.024,2,0.045,,,,,
1,64,0.005,0.5,54,2,2,2,2024-04-22 21:00,1,0.032,2,0.047,,,,,
1,71,0.004,0.5,42,2,2,1,2024-04-22 20:00,1,0.030,2,0.055,,,,,
1,80,0.003,0.3,27,2,2,1,2024-04-22 19:00,1,0.012,2,0.066,,,,,
1,81,0.003,0.3,25,2,2,1,2024-04-22 18:00,1,0.009,2,0.067,,,,,
1,84,0.003,0.3,28,2,2,1,2024-04-22 17:00,1,0.008,2,0.071,,,,,
1,85,0.003,0.3,35,2,2,1,2024-04-22 16:00,1,0.008,2,0.072,,,,,
,-,-,-,-,,,,2024-04-22 15:00,,-,2,-,통신장애,통신장애,통신장애,통신장애,통신장애
1,83,0.003,0.3,36,2,2,1,2024-04-22 14:00,1,0.008,2,0.069,,,,,
